cardholder_name,card_number,merchant_name,merchant_category,amount,hour,distance_from_home,is_online,is_foreign,velocity_last_hour,is_fraud
Angela Wilson,4699695782951334,"Merchant: Arnold, Henry and Manning",online_shopping,40.15,8,6.23,0,0,2,0
Kelly Williams,4916853882808212,Merchant: Curry-Campbell,grocery,20.98,11,6.57,0,0,3,0
Heather Williams,4168858837636720,Merchant: Perry Group,grocery,13.81,15,3.39,0,0,2,0
Catherine Nelson,4531721311077011,Merchant: Nguyen-Chapman,grocery,46.65,14,1.72,0,0,1,0
Catherine Gould,4910134248460238,Merchant: Avila-Nolan,online_shopping,19.88,21,4.31,0,0,3,0
Stacy Bailey,4452236869005558,"Merchant: Meadows, Walters and Madden",dining,135.56,5,2.83,0,0,1,0
Anthony Hall,4379489699305686,"Merchant: Stephens, Garza and Carter",electronics,6.47,16,16.16,0,0,1,0
Charles Gonzalez,4168081465810166,"Merchant: Vargas, Kirby and Brown",electronics,55.14,12,17.06,1,0,2,0
Nicholas Hernandez,4822297373674365,"Merchant: Sutton, Pacheco and Cook",grocery,28.91,8,8.84,0,0,0,0
Amy Hunter,4512250668445731,Merchant: Schmidt PLC,dining,11.42,12,10.94,0,0,1,0
Amanda Hill,4442136717018360,"Merchant: Mason, Golden and Boyd",grocery,32.95,5,25.63,1,0,3,0
Tracy Morales,4660968390147065,"Merchant: Taylor, Coleman and Graham",grocery,20.55,10,19.46,0,0,0,0
Haley Cowan,4903203743539488,Merchant: Richards Ltd,grocery,22.92,10,0.1,0,0,2,0
Samuel Russell,4466787229774188,Merchant: Brown-Pena,grocery,58.07,6,34.58,0,0,0,0
Bryan Castro,4525439587099811,"Merchant: Leonard, Lam and Solis",grocery,92.83,9,8.03,1,0,1,0
Stephen Smith,4929712809455173,"Merchant: Hanson, Pierce and Hill",gas_station,8.29,17,26.32,1,0,0,0
Margaret Smith,4353709445253280,Merchant: Chavez-Wilson,grocery,22.63,2,8.46,0,0,1,0
Dennis Thompson,4873984743824527,"Merchant: Wood, Harris and Bryant",electronics,17.94,8,0.6,0,0,1,0
Michael Taylor,4070597928812215,"Merchant: Raymond, Johnson and Gomez",dining,7.06,10,22.53,1,0,2,0
Laura Cox,4527361195691599,Merchant: Flores-Love,dining,56.28,20,7.73,0,0,2,0
Ricky Reid,4918408527045841,Merchant: Cook Ltd,online_shopping,499.7,1,166.84,0,1,10,1
Melissa Nguyen DVM,4863604304758383,"Merchant: Johnson, Hernandez and Lopez",online_shopping,11.89,18,7.83,1,0,0,0
Renee Farmer,4486627177860389,"Merchant: Larson, Williams and Walton",dining,53.97,3,1.87,0,1,1,0
Tracy Woodward,4765423777937617,"Merchant: Contreras, Brown and Welch",grocery,7.65,12,1.64,1,0,0,0
Jason Waters,4682335042424835,"Merchant: Brown, Burton and Gillespie",electronics,40.64,7,13.21,0,0,1,0
Anthony James DVM,4181599444952935,"Merchant: Hernandez, Blake and Crane",online_shopping,64.88,12,1.85,0,0,1,0
Heidi Torres,4976585014134003,Merchant: Davis-Pacheco,gas_station,27.12,14,5.79,0,0,1,0
Colleen Rivera,4182665680751064,"Merchant: Townsend, Campbell and Santiago",online_shopping,67.0,7,19.45,0,0,3,0
James Patterson,4857475950432526,Merchant: Downs-Krueger,online_shopping,28.78,17,17.99,0,0,0,0
Kimberly Carson,4023352362306755,"Merchant: Garcia, Green and Lee",gas_station,64.21,16,8.05,0,0,3,0
Shane Gonzalez,4546203319016666,"Merchant: Wang, Griffin and Barker",dining,40.12,7,26.32,0,0,0,0
Debra Gonzalez,4957649791025108,Merchant: Santiago PLC,online_shopping,16.57,12,40.12,0,0,1,0
Patrick Perez,4632542932594558,Merchant: Reeves-Olson,dining,16.74,13,17.61,0,0,0,0
Heather Payne,4310845732962514,"Merchant: Garcia, Alvarado and Simmons",grocery,16.26,10,0.39,0,0,1,0
Christopher Butler,4866121209676328,Merchant: Hahn-Gilbert,grocery,45.2,5,10.43,0,0,0,0
Jeffrey Myers V,4049940897977478,"Merchant: Melendez, Lee and Jones",dining,9.32,11,9.68,0,0,1,0
Christian Valencia,4096131681832663,"Merchant: Miller, Smith and Allen",online_shopping,8.69,12,55.3,1,0,1,0
Kaitlyn Warren,4564997023865378,Merchant: Carter-Cochran,online_shopping,36.74,14,8.61,1,0,2,0
Jordan Lynch,4218458639454297,Merchant: Patterson PLC,online_shopping,83.83,11,7.17,1,0,0,0
Raymond Santos,4586676879749654,Merchant: Sanchez-Smith,grocery,50.09,14,56.16,1,0,0,0
Lisa Robinson,4765581519613240,"Merchant: Dean, Gutierrez and Cole",grocery,18.33,19,6.65,1,0,1,0
Darlene Sanchez,4853500544963415,Merchant: Lara PLC,dining,21.13,16,5.22,0,0,2,0
Jessica Harper,4460976630250351,Merchant: Jennings-Hurst,gas_station,31.75,6,0.31,0,0,3,0
Joseph Kelly,4619410147832287,Merchant: Humphrey LLC,dining,22.27,13,14.37,0,0,0,0
Rachel Flores,4182634363936582,"Merchant: Mcbride, Edwards and Smith",electronics,20.1,11,30.71,0,0,1,0
Zachary Johnson,4437367918110014,Merchant: Edwards LLC,travel,58.69,10,7.29,0,0,1,0
Derrick Ford,4848847796296905,"Merchant: Smith, Smith and Wheeler",electronics,68.39,7,15.98,1,0,0,0
Alejandra Ellis,4858786181546325,Merchant: Fritz LLC,grocery,31.95,6,30.39,1,0,0,0
Thomas Chang,4258847607998379,Merchant: Hodges-Woods,dining,31.1,13,14.1,1,0,1,0
Latoya Terry,4597468333682854,Merchant: Ellis-Harrison,online_shopping,11.81,5,25.2,0,0,2,0
Thomas Burns,4100524741418917,"Merchant: Ross, Rocha and Cruz",travel,28.21,17,23.51,0,0,1,0
William Edwards,4782384062193358,"Merchant: Munoz, Reynolds and Miller",dining,17.34,22,37.18,0,0,1,0
Tammy Estrada,4171536398492528,"Merchant: Mccarthy, Vasquez and Guerrero",online_shopping,159.98,1,19.33,1,0,1,1
Abigail Hart,4104078432067000,Merchant: Perez Group,grocery,20.23,22,24.56,1,0,5,0
Javier Rogers,4005297077858750,Merchant: Williamson-Kelly,online_shopping,14.93,16,0.12,1,0,0,0
Ashley Johnson MD,4346770479809835,Merchant: Rios-Rogers,grocery,29.19,15,5.14,0,0,1,0
Abigail Riddle,4892097304764748,Merchant: Wilson LLC,dining,41.79,10,21.41,0,0,0,0
Cody Hart,4803355737327477,Merchant: Gardner and Sons,dining,28.53,15,8.53,0,0,4,0
Greg Dyer,4612003209446786,Merchant: Ward-Edwards,grocery,41.42,13,0.49,0,0,2,0
John Baker,4002880334549164,"Merchant: Mitchell, Robles and Moore",grocery,14.55,12,2.6,0,0,1,0
Megan Hall,4256736013583630,"Merchant: Chen, Mckinney and Walker",travel,49.27,17,1.32,0,0,0,0
John Garrison,4604150024135050,Merchant: Ferguson-Gonzales,dining,39.97,19,11.83,0,0,1,0
Chelsea Salinas,4911913608126276,Merchant: King Inc,grocery,15.25,8,5.25,0,0,1,0
Ashlee Thomas,4016673822530554,Merchant: Hoffman and Sons,grocery,23.69,11,17.86,0,0,1,0
Laura Hill,4284058404737311,Merchant: Patel-Martin,grocery,19.34,14,4.3,0,0,1,0
Jennifer Lopez,4603648111803051,Merchant: Dixon-Haynes,grocery,19.22,10,20.82,0,0,4,0
Dennis Arnold,4239235603568251,Merchant: Smith and Sons,online_shopping,61.28,23,57.48,0,0,2,0
Jamie White,4918985399233779,Merchant: Brown-Mack,gas_station,14.28,9,5.31,1,0,1,0
Ashley Williams,4643751372101397,"Merchant: Miller, Hayes and Ballard",dining,28.1,12,0.78,0,0,2,0
Danny Lee,4384864202908429,Merchant: Gilmore LLC,grocery,47.08,9,14.28,1,0,0,0
Hayley Carter,4348250406584437,Merchant: Madden Group,electronics,11.89,9,15.02,0,0,3,0
Debbie Sherman,4008237333100255,Merchant: Ferguson-Gill,dining,49.33,8,3.71,1,0,2,0
Rebecca Colon,4817424963233637,Merchant: Morrison-Ross,gas_station,14.75,9,40.71,0,0,0,0
Lauren Nguyen,4952234993672851,Merchant: Shah-Rios,online_shopping,31.78,18,4.65,1,0,1,0
Max Leblanc,4957252942669245,Merchant: Trevino-Kelly,grocery,35.54,17,1.66,1,0,0,0
Hunter Campos,4821103159708826,Merchant: Cole LLC,electronics,35.96,15,10.57,1,0,1,0
Jesse Johnson,4378208163125904,"Merchant: Walker, Jones and Perez",dining,21.07,11,3.99,1,0,0,0
Brandy Lopez,4810856366300785,Merchant: Hoffman and Sons,grocery,65.97,8,12.16,0,0,1,0
Jennifer Gonzalez,4734921112027158,"Merchant: Baird, Holland and Figueroa",grocery,90.52,6,5.2,0,0,3,0
James Cuevas,4743281308807270,Merchant: Hobbs PLC,dining,46.24,8,6.94,1,0,0,0
Brandon Stewart,4473952316761263,Merchant: Knight PLC,online_shopping,20.6,16,24.73,1,0,0,0
Victor Ball,4786633752124321,Merchant: Lopez-Leon,dining,32.35,12,3.03,0,1,0,0
Nicole Juarez,4919349784978085,Merchant: Banks PLC,grocery,48.0,5,9.86,1,0,1,0
Brian Mullins,4238785047807831,"Merchant: Parrish, Rivera and Martin",dining,16.04,20,0.3,0,0,1,0
David Wilson,4962639784166095,Merchant: Watson Inc,electronics,2946.27,23,46.89,1,1,3,1
Mary Myers,4883941198162504,"Merchant: Sanders, Kim and Watson",online_shopping,30.9,0,5.49,1,0,1,0
Marc Brown,4483914914370408,Merchant: Sanders Ltd,dining,18.96,12,10.55,1,0,2,0
Angela Collier,4267804041022968,"Merchant: Anderson, Benton and Orozco",grocery,7.75,13,38.79,0,0,2,0
Richard Young,4939731447360965,Merchant: Long-Anderson,grocery,22.69,18,9.83,0,0,1,0
Gabriella Jones,4278298510807651,"Merchant: Moore, Le and Cabrera",gas_station,28.21,12,17.15,0,0,0,0
Teresa Collins,4644816393593184,"Merchant: Martin, Williams and Salazar",online_shopping,30.98,10,0.1,0,0,2,0
Gary Gilbert,4512114799723376,"Merchant: Ross, Maddox and Phillips",dining,7.63,10,26.36,0,0,3,0
Brenda Nicholson,4754228152888688,"Merchant: Garcia, Colon and Rush",dining,30.69,7,10.46,1,0,2,0
Michele Barnes,4198333592997935,Merchant: Chan LLC,grocery,18.59,11,23.36,0,0,1,0
Robert Meza,4743376903866042,Merchant: Byrd PLC,online_shopping,28.31,10,4.6,1,0,1,0
Cindy Harrington,4428640431780203,"Merchant: Williams, Day and Lopez",grocery,83.36,15,14.33,0,0,2,0
Kiara Hawkins,4848987946095672,"Merchant: Mitchell, Smith and Harrison",grocery,16.71,9,25.61,0,0,1,0
Elizabeth Cooper,4727535125430834,Merchant: Adams-Martin,grocery,35.98,10,0.52,0,0,0,0
Mary Santos,4640940874814911,"Merchant: Green, Barnes and Byrd",grocery,54.8,7,6.01,0,0,1,0
Jacob Cabrera,4593456415114379,Merchant: Perez Group,online_shopping,7.13,15,9.12,1,0,2,0
Jacob Trevino,4573320113437751,Merchant: Mora PLC,online_shopping,12.13,14,7.75,0,0,0,0
Christopher Bowen,4165787233598767,Merchant: Lee Inc,online_shopping,7.54,12,21.17,0,0,0,0
David Ruiz,4307061170273142,Merchant: Smith Inc,dining,43.91,12,3.95,1,0,1,0
Jessica Owens,4575492182655395,"Merchant: Lopez, Lewis and Johnson",gas_station,17.26,15,12.44,0,0,3,0
Amy Higgins,4946192131753018,"Merchant: Cruz, Patterson and Brown",online_shopping,27.7,11,17.34,0,0,5,0
Alexander Mitchell,4123510750860456,Merchant: Brown-Edwards,dining,16.87,8,3.49,0,0,1,0
Steven Boyd,4128398918581247,Merchant: Smith-Mayer,dining,85.25,15,0.51,0,0,1,0
Maria Wright,4488490305035996,Merchant: Poole-Franco,online_shopping,19.19,15,9.64,0,0,1,0
Jacqueline Herman,4508505844958543,Merchant: Russell Ltd,grocery,5.72,18,4.88,0,0,1,0
Andrew Delgado,4811780747164661,Merchant: Brown-Perry,dining,33.65,7,6.42,0,0,1,0
William Webb,4630106838212541,Merchant: Jones-Gilbert,online_shopping,32.6,6,28.83,0,0,0,0
Marvin Flores,4693885457014254,Merchant: Gardner Ltd,grocery,57.52,16,11.14,0,0,0,0
Michael Wilson,4492301355559757,Merchant: Torres-Mcintyre,gas_station,39.16,6,6.98,1,0,2,0
Julie Martinez,4886844720794975,"Merchant: Sparks, Lutz and Cuevas",dining,27.65,15,3.58,1,0,1,0
Toni Lamb,4662156922154571,Merchant: Hoffman-Mcdonald,dining,57.76,23,6.28,1,0,0,0
Cindy Martin,4860254029016858,"Merchant: Townsend, Craig and Chapman",online_shopping,134.57,8,8.73,0,0,0,0
Jeffery Jennings,4991942278782301,Merchant: Hernandez and Sons,online_shopping,26.31,14,12.75,0,0,0,0
Anthony Gordon,4737531461810778,"Merchant: Huber, Brown and Bartlett",dining,28.67,10,44.56,1,0,1,0
Luke Moore,4783426036546184,"Merchant: Hunt, Welch and Kemp",grocery,38.79,10,12.1,0,0,0,0
Danielle Bradley,4637667356395169,"Merchant: Frazier, Wilson and Willis",online_shopping,70.58,17,57.05,1,0,0,0
Frank Robinson,4266235150646035,"Merchant: Foster, Bailey and Pena",grocery,9.88,8,21.19,0,0,3,0
Richard Wilson,4387154516507779,Merchant: Stephens Group,electronics,81.85,18,0.1,0,0,1,0
Chad Palmer,4623374752562858,"Merchant: Perez, Lowe and Parks",grocery,19.59,10,13.64,0,0,3,0
Aaron Schneider,4343820727565227,Merchant: Rogers-Lewis,dining,11.52,8,28.4,0,0,0,0
Kurt Montgomery,4225699238942874,Merchant: Lucas-Ramos,electronics,11.19,8,1.87,0,0,1,0
Jacqueline Gonzalez,4859001252607926,Merchant: Hatfield Inc,dining,17.62,15,16.65,0,0,0,0
Evan Smith,4206771020119343,Merchant: Schmidt-Martin,online_shopping,17.02,15,5.49,0,0,2,0
Abigail Parsons MD,4606929851752634,Merchant: Hammond-Rosario,grocery,39.4,15,11.05,0,0,0,0
Dana Snyder,4607370685286573,"Merchant: Miller, Bennett and Howe",electronics,11.73,22,1.42,0,0,1,0
Stacy Garner,4813861299910889,Merchant: Goodwin-Valdez,dining,49.71,5,8.03,0,0,1,0
Gregory Brown,4698640223513401,Merchant: Hernandez LLC,dining,36.6,11,5.1,1,0,1,0
Kathryn Chavez,4073019989611250,Merchant: Cook LLC,online_shopping,54.63,7,0.22,1,0,3,0
David Maxwell,4586547117395263,"Merchant: Anderson, Nichols and Curtis",online_shopping,25.09,20,11.55,0,0,1,0
Larry Higgins,4805065707126126,"Merchant: Gomez, Hunter and Long",grocery,290.08,12,16.35,0,0,0,0
Jason Norris,4815055779501726,"Merchant: Wood, Allen and Smith",online_shopping,20.81,19,74.8,1,0,1,0
Elizabeth Jones,4907027474418166,Merchant: Barrett-Stewart,electronics,21.35,6,25.77,0,0,1,0
Brianna Mccormick,4241621928595143,"Merchant: Krause, Howard and Ramos",dining,25.22,12,2.09,0,0,2,0
Anne Jones,4980303211383033,Merchant: Diaz-Johnson,electronics,8.71,13,15.24,0,0,1,0
Joshua Anderson,4246778815191173,Merchant: Ramos-Brown,grocery,70.73,18,9.88,0,0,2,0
Anthony Christensen,4694559688124831,Merchant: Escobar-Shea,grocery,30.7,8,21.74,0,0,2,0
David Brooks,4610434419678334,Merchant: Foster-Silva,online_shopping,27.21,7,24.64,0,0,4,0
Eric Hernandez,4618698652510402,Merchant: Rojas Inc,online_shopping,23.51,1,25.87,0,0,0,0
Joseph Payne,4068281268289441,"Merchant: Rich, Lewis and Holloway",dining,54.87,16,1.93,1,0,2,0
David Johnson,4718546439438521,Merchant: Stevens Ltd,grocery,38.92,16,9.2,0,0,0,0
Christina Simon,4073119648801654,Merchant: Crosby-Hampton,grocery,16.85,18,3.49,0,0,2,0
Megan Mills,4377062230313337,Merchant: Obrien-Long,grocery,103.5,9,6.0,0,0,0,0
Mandy Walker,4881112887347101,"Merchant: Stanley, Gardner and Hall",dining,14.4,11,2.77,0,0,1,0
Cynthia Cunningham,4459340009360965,"Merchant: Gillespie, Carlson and Maldonado",gas_station,87.25,15,9.83,1,0,3,0
Angelica Mays,4363342283018496,Merchant: Quinn-Smith,dining,69.1,20,11.13,1,0,0,0
David James,4077860248969146,"Merchant: Stevenson, Parker and Cline",grocery,31.88,8,0.1,0,0,1,0
Paul Watkins,4454027407981014,Merchant: Haas LLC,online_shopping,14.48,4,7.75,0,0,1,0
John Olson,4492103971075568,"Merchant: Parks, Anthony and Harrison",grocery,16.12,22,0.49,1,0,2,0
Alexander Anderson,4338718015821194,"Merchant: Gaines, Vargas and Obrien",online_shopping,34.87,7,28.84,1,0,1,0
Mitchell Deleon,4482020830774318,Merchant: Sanchez-Valdez,dining,38.12,14,18.33,0,0,0,0
Susan Bryant,4757530898399178,Merchant: Snow PLC,dining,8.48,13,6.18,0,1,0,0
Derrick Diaz,4377631428758659,Merchant: Mora PLC,dining,14.21,15,14.6,0,1,2,0
Rebecca Lambert,4092261213341026,Merchant: Price-Johns,travel,535.98,18,40.79,0,1,7,1
Erica White,4955651607326128,"Merchant: White, Bishop and Carter",dining,73.25,18,3.71,0,0,0,0
Joseph Miller,4276677423904410,"Merchant: Jackson, Singleton and Padilla",grocery,63.17,5,11.28,0,0,0,0
Richard Molina,4307853185385568,"Merchant: Price, Berry and Harrison",travel,49.56,14,11.57,1,0,2,0
Rebecca Torres,4996465496273189,Merchant: Quinn and Sons,dining,135.66,11,28.58,0,0,0,0
Jack Jacobs,4212337097446621,Merchant: Hammond-Harper,grocery,27.87,10,0.24,1,0,5,0
James Morgan,4951545813734485,"Merchant: Sexton, Wagner and Little",grocery,28.59,18,7.62,0,0,0,0
Lindsay Chavez,4638562150573385,Merchant: Turner Ltd,grocery,30.94,12,24.09,0,0,2,0
Mr. Jeremy Cohen Jr.,4715583677844311,Merchant: Gordon Ltd,grocery,126.95,14,4.49,0,0,0,0
Kathryn Perry,4995895748010362,Merchant: Villarreal PLC,grocery,49.44,19,0.72,0,0,3,0
Jeffery Richards,4103650705835767,"Merchant: Wright, Harris and Franco",dining,13.2,17,13.87,0,0,2,0
Chad Morales,4931104214579282,Merchant: Moss and Sons,grocery,8.63,10,3.24,0,0,1,0
Tammy Alexander,4499397126788165,Merchant: Wilson-Farmer,online_shopping,23.32,9,4.13,0,0,0,0
Alexander Cox,4247358332744876,Merchant: Morris PLC,gas_station,71.27,20,1.53,0,0,0,0
Brett Stephens,4102281834213337,Merchant: Sanders PLC,travel,30.28,12,23.51,0,0,0,0
Karen Mitchell,4518793230720218,"Merchant: Snow, Ware and Banks",gas_station,28.29,6,5.17,0,0,0,0
Carol Taylor DDS,4071898424973181,Merchant: Mitchell Group,online_shopping,21.27,12,6.54,1,0,2,0
Pam Roberts,4121427881732730,Merchant: Simmons-Mcneil,electronics,31.07,15,0.8,0,0,0,0
Benjamin Phillips,4861819667998028,"Merchant: Reynolds, Kirby and Smith",grocery,34.55,6,6.02,0,0,1,0
James Snyder,4328395063502646,Merchant: Barrett Group,dining,13.84,11,0.1,0,0,1,0
Daniel Phillips,4794883250520831,Merchant: Robinson-Gomez,gas_station,37.49,7,21.99,0,0,0,0
Andrea Bryant,4255534490284090,Merchant: Smith-Smith,electronics,30.5,19,6.57,1,0,0,0
Melinda Thompson,4423927783203420,"Merchant: Mitchell, Kerr and Callahan",electronics,20.91,12,0.1,0,0,0,0
Jade Phillips,4156852301668008,Merchant: Richard-Lopez,grocery,42.71,14,6.02,1,0,1,0
Kyle Mooney,4651682563144970,Merchant: Martinez-Ramirez,online_shopping,40.73,16,3.45,0,0,0,0
Christine Leblanc,4416138278718737,Merchant: Booth-Hicks,grocery,37.87,12,2.14,0,0,1,0
Alexander Wright,4088396828698679,"Merchant: Garcia, Harrison and Burke",electronics,27.8,5,7.35,0,0,0,0
Joshua Cunningham,4067097495210104,Merchant: Garrett Ltd,online_shopping,94.68,17,15.92,0,0,1,0
Stephanie Mcintosh,4729142863642387,Merchant: Robinson-Reid,dining,105.74,7,1.32,1,0,1,0
Juan Chan,4176472502272306,"Merchant: Avery, Mclaughlin and Russo",electronics,8.66,13,4.94,0,0,1,0
Allen Weaver,4051080872259355,Merchant: Thompson-Stuart,grocery,13.91,11,0.7,1,0,3,0
Mr. Martin Morales,4544646645700050,Merchant: Garcia-Mueller,online_shopping,40.89,4,9.77,0,0,1,0
Ryan Cannon,4057728477736789,Merchant: Martinez-Rose,online_shopping,9.34,13,29.07,1,0,1,0
Catherine Crane,4894060415491039,"Merchant: Hughes, Flowers and Rivera",dining,36.53,7,22.4,1,0,0,0
Michelle Gould,4962155039952411,Merchant: Rosales-Burns,grocery,39.5,11,40.87,0,1,2,0
Mathew Olson,4944270802147181,"Merchant: Jones, Banks and Davis",online_shopping,39.71,21,2.28,1,0,1,0
Gary Walker,4990953841967163,Merchant: Mendez-Lewis,gas_station,19.27,12,14.26,0,0,0,0
Terry Williams,4108036821553374,Merchant: Juarez Group,dining,18.96,13,2.33,0,0,0,0
Melissa Riley,4727989169500038,"Merchant: Olsen, Wilson and Daniels",grocery,109.56,11,22.07,0,0,0,0
Jesse Anderson,4032324359429576,Merchant: Moran and Sons,gas_station,128.93,9,6.97,0,0,5,0
John Stone,4294057488966331,Merchant: Mason Group,gas_station,22.88,13,16.11,0,0,1,0
Joshua Griffin,4364858038940857,Merchant: Taylor Group,grocery,46.04,19,4.21,0,0,0,0
Virginia Morales,4092642560914582,Merchant: Pacheco-Fox,electronics,48.29,10,44.02,0,0,1,0
Ronald Cook,4349514761804188,Merchant: Martin PLC,dining,16.9,15,25.65,1,0,2,0
Louis Tyler,4840902289514104,Merchant: Harris LLC,dining,21.85,11,8.49,1,0,0,0
Mary Wall,4048620210637170,Merchant: Carter-Barrett,electronics,40.36,10,51.15,0,0,0,0
Dustin Mendez,4926721363862693,Merchant: Hobbs Inc,dining,20.24,14,4.37,0,0,1,0
Amy Martin,4957801834766749,Merchant: Russo Inc,electronics,55.92,10,3.67,0,0,1,0
Ashley Martinez,4778111072632257,Merchant: Williams Ltd,dining,29.42,7,20.2,1,0,0,0
Scott Gibbs,4945035292258734,"Merchant: Hardy, Odonnell and Snow",travel,19.47,5,27.19,1,0,0,0
Heather Rojas DDS,4208903748168546,"Merchant: Gutierrez, Walter and Kim",online_shopping,9.81,19,0.92,1,0,3,0
Ashley Shepard,4085766493917922,"Merchant: Gardner, Short and Herrera",electronics,12.43,18,7.58,0,0,0,0
Jessica Vasquez,4637453793271960,"Merchant: Rodriguez, Lopez and Jones",electronics,67.77,13,13.62,0,0,1,0
Melinda Rosario,4262977750466694,Merchant: Williams-Young,grocery,23.58,5,8.6,0,0,2,0
Jennifer Sanchez,4517550935600330,Merchant: Price-Conner,online_shopping,23.36,9,3.05,0,0,0,0
Christina Davis DDS,4897290937287659,Merchant: Cox-Nielsen,gas_station,29.98,14,17.54,1,0,1,0
Mrs. Heather Meyers,4388315523283840,Merchant: Mccullough-Johnson,online_shopping,42.3,19,32.65,1,0,1,0
Nicole Garcia,4525404023672167,Merchant: Gordon Ltd,grocery,43.42,1,10.79,0,1,1,0
Lisa Robinson,4735104125054357,Merchant: Roberts Ltd,dining,19.39,9,15.82,0,0,0,0
Katie Davis,4772998547234305,Merchant: Marshall-Kelley,online_shopping,18.15,9,1.52,1,0,0,0
Christine Farrell,4140320957661098,"Merchant: Gutierrez, Rodriguez and Johnson",online_shopping,28.26,8,1.83,0,0,0,0
Mariah Eaton,4696711364195563,"Merchant: Wilcox, Brown and Rose",grocery,46.36,9,34.59,0,0,3,0
Joseph Gould,4841672176274786,Merchant: Rodriguez-Kent,gas_station,22.97,0,15.45,1,0,1,0
Ashley Clark,4194752029100181,Merchant: Price Inc,online_shopping,50.91,7,7.05,0,0,0,0
Kathryn Simmons,4196782723882915,"Merchant: Williams, Brady and Gonzalez",travel,17.47,18,5.9,0,0,1,0
Colin Vega Jr.,4346935168520056,Merchant: Wood LLC,online_shopping,19.69,11,0.55,0,0,3,0
Robert Vazquez,4453628122631155,Merchant: Riley-Steele,gas_station,21.42,9,17.75,0,0,0,0
Bryan Monroe,4973039552964176,Merchant: Farmer PLC,online_shopping,27.6,6,22.16,0,0,0,0
Louis Rose,4341760832531338,"Merchant: Davidson, Carroll and Wise",grocery,14.4,8,27.55,0,0,2,0
Andrew Abbott,4234315213940895,Merchant: Leonard-Lewis,online_shopping,28.17,9,42.1,0,0,4,0
Lance Brown,4262514033011912,Merchant: Herring-Taylor,grocery,19.53,14,4.73,0,0,1,0
Christopher Howard,4182702125840010,Merchant: Carlson-Mata,dining,70.54,13,39.07,0,0,1,0
Jose Cook,4925893995050038,"Merchant: Hunter, Fowler and Castillo",electronics,25.8,9,0.78,0,0,0,0
Michael Mckee,4787426077548483,Merchant: Paul Inc,grocery,13.58,13,15.3,1,0,2,0
Cynthia Harper,4281453858309183,Merchant: George-Manning,gas_station,71.87,18,5.14,0,0,1,0
Olivia Martinez,4189722873692127,"Merchant: Boyer, Moore and Williams",online_shopping,48.83,6,0.74,0,0,1,0
Mr. Nicholas Munoz,4928924071016630,"Merchant: Holmes, Werner and Bullock",grocery,84.23,12,20.68,0,0,0,0
Thomas Waters,4995482320324980,Merchant: Davis Inc,electronics,20.32,18,6.34,0,0,1,0
Ashley Stokes,4638553819117672,Merchant: Petersen-Warren,electronics,28.83,14,10.04,0,0,0,0
Kyle Singh,4254675464254865,Merchant: Powell PLC,dining,41.74,8,2.31,0,0,0,0
Spencer Jones,4775951027769925,"Merchant: Green, Lucas and Young",gas_station,26.17,5,3.26,0,0,3,0
Vicki Fry,4790712021509308,Merchant: Black PLC,online_shopping,16.54,11,40.87,0,0,0,0
Johnny Fisher,4800126661792793,Merchant: King-Short,grocery,65.61,17,14.28,0,0,1,0
Timothy Fuentes,4608171211492761,Merchant: Orr and Sons,online_shopping,34.14,7,24.51,0,0,1,0
Michelle Sullivan MD,4487864694326185,Merchant: Moreno-Fischer,online_shopping,23.04,8,31.77,0,0,1,0
Jennifer Duncan,4022939847326159,"Merchant: Reed, Vasquez and Walker",grocery,36.83,6,2.56,0,0,2,0
David Summers,4838106678546610,Merchant: Leblanc-Ramirez,online_shopping,41.16,10,23.37,1,0,1,0
Kristen Flores,4571584893349971,"Merchant: Gray, Andrade and Ward",travel,37.51,14,17.54,0,0,0,0
James Parsons,4491454645639284,"Merchant: Soto, Francis and Mcfarland",grocery,5.13,6,2.31,0,0,2,0
Alexa Ingram,4421270878869462,Merchant: Torres-Finley,online_shopping,27.65,17,13.18,0,0,1,0
James Stanley,4862241899088750,"Merchant: Brown, Copeland and Flynn",electronics,16.1,10,6.48,0,0,0,0
Tyler Williams,4746391599016643,Merchant: Bush Ltd,grocery,18.27,16,25.5,0,0,1,0
Melissa Torres,4343209678598249,"Merchant: Clayton, Ellis and Bailey",online_shopping,43.65,11,6.7,0,0,1,0
Lauren Marshall,4148030164543672,"Merchant: Davidson, Gibbs and Brown",electronics,708.13,22,18.04,1,0,3,1
Suzanne Johnson,4161424170013733,Merchant: Nielsen-Thomas,dining,36.24,8,2.41,0,0,1,0
Miss Sharon Park,4423380546836740,Merchant: Kelley Ltd,grocery,42.91,12,10.78,0,0,1,0
Mark Mcclain,4650852855864384,Merchant: Copeland and Sons,travel,60.78,15,17.18,0,1,0,0
Tracy Frost,4644777760356417,"Merchant: Harrison, Smith and Potter",gas_station,10.62,13,5.74,0,0,1,0
Jordan Jones,4657126386045851,Merchant: Ballard-Valenzuela,online_shopping,54.31,11,1.55,0,0,1,0
Victor Ruiz,4607353895650259,Merchant: Cox Inc,grocery,31.86,19,11.26,0,0,1,0
Jodi Mendoza,4873499377973201,"Merchant: Coleman, Ramirez and Francis",online_shopping,3.94,17,20.21,0,0,2,0
John Perez,4377468945084792,"Merchant: Frederick, Berger and Le",grocery,7.87,7,3.4,0,0,3,0
Adam Gillespie,4621897281962951,Merchant: Espinoza and Sons,online_shopping,26.38,12,11.47,1,0,1,0
